station_id,date,year,ec_msm,tal_mgl,po4_mgl
A2H012Q01,2000-02-21,2000,56.8,144.626,0.308
A2H012Q01,2000-02-28,2000,64.3,152.824,0.246
A2H012Q01,2000-03-06,2000,96.2,93.346,0.348
A2H012Q01,2000-03-13,2000,60.8,155.26,0.547
A2H012Q01,2000-03-20,2000,113.8,112.724,0.227
A2H012Q01,2000-03-27,2000,50.7,131.847,0.293
A2H012Q01,2000-04-03,2000,55.1,139.959,0.311
A2H012Q01,2000-04-10,2000,56.5,147.645,0.259
A2H012Q01,2000-04-17,2000,74.3,134.722,0.286
A2H012Q01,2000-04-24,2000,58.0,150.913,0.302
A2H012Q01,2000-05-01,2000,60.3,148.119,0.387
A2H012Q01,2000-05-08,2000,55.5,137.58,0.286
A2H012Q01,2000-05-15,2000,61.0,152.137,0.234
A2H012Q01,2000-05-22,2000,61.3,149.283,0.421
A2H012Q01,2000-05-29,2000,63.5,154.553,0.251
A2H012Q01,2000-06-07,2000,63.6,150.74,0.354
A2H012Q01,2000-06-12,2000,63.1,159.281,0.214
A2H012Q01,2000-06-19,2000,63.2,155.584,0.316
A2H012Q01,2000-06-26,2000,62.9,163.271,0.267
A2H012Q01,2000-07-03,2000,63.7,154.122,0.273
A2H012Q01,2000-07-10,2000,63.9,157.033,0.271
A2H012Q01,2000-07-17,2000,64.2,154.928,0.26
A2H012Q01,2000-07-24,2000,65.0,154.179,0.233
A2H012Q01,2000-07-31,2000,64.1,158.375,0.329
A2H012Q01,2000-08-07,2000,62.8,164.604,0.338
A2H012Q01,2000-08-14,2000,64.9,159.158,0.323
A2H012Q01,2000-08-21,2000,62.8,166.958,0.315
A2H012Q01,2000-08-28,2000,63.7,170.414,0.313
A2H012Q01,2000-09-04,2000,63.7,162.359,0.328
A2H012Q01,2000-09-11,2000,64.9,166.927,0.351
A2H012Q01,2000-09-18,2000,64.4,168.958,0.351
A2H012Q01,2000-09-25,2000,59.3,147.792,0.345
A2H012Q01,2000-10-02,2000,63.1,167.541,0.355
A2H012Q01,2000-10-09,2000,61.0,160.559,0.282
A2H012Q01,2000-10-16,2000,58.2,149.033,0.382
A2H012Q01,2000-10-23,2000,41.6,80.213,0.274
A2H012Q01,2000-10-30,2000,54.9,126.099,0.44
A2H012Q01,2000-11-06,2000,56.5,123.879,0.384
A2H012Q01,2000-11-14,2000,57.8,148.753,1.18
A2H012Q01,2000-11-22,2000,53.7,148.934,0.497
A2H012Q01,2000-11-27,2000,38.6,98.268,0.047
A2H012Q01,2000-12-04,2000,54.8,145.013,0.438
A2H012Q01,2000-12-11,2000,36.3,103.855,0.123
A2H012Q01,2000-12-18,2000,56.1,148.386,0.29
A2H012Q01,2000-12-25,2000,80.9,127.065,0.305
A2H012Q01,2001-01-01,2001,58.9,143.78,0.386
A2H012Q01,2001-01-08,2001,59.7,151.404,0.489
A2H012Q01,2001-01-15,2001,59.0,124.461,0.337
A2H012Q01,2001-01-22,2001,45.7,122.573,0.244
A2H012Q01,2001-01-29,2001,59.7,140.535,0.322
A2H012Q01,2001-02-05,2001,56.6,130.482,0.401
A2H012Q01,2001-02-12,2001,52.9,118.33,0.281
A2H012Q01,2001-02-19,2001,60.5,149.724,0.464
A2H012Q01,2001-02-26,2001,33.8,83.731,0.215
A2H012Q01,2001-03-05,2001,56.3,134.795,0.287
A2H012Q01,2001-03-12,2001,52.9,110.255,0.279
A2H012Q01,2001-03-19,2001,56.2,131.193,0.245
A2H012Q01,2001-03-26,2001,42.0,98.434,0.293
A2H012Q01,2001-04-02,2001,56.2,132.621,0.331
A2H012Q01,2001-04-09,2001,59.1,145.396,0.339
A2H012Q01,2001-04-23,2001,61.8,147.07,0.315
A2H012Q01,2001-04-30,2001,60.0,133.114,0.368
A2H012Q01,2001-05-16,2001,59.9,140.466,0.43
A2H012Q01,2001-05-21,2001,59.3,143.786,0.892
A2H012Q01,2001-05-28,2001,59.4,151.378,0.475
A2H012Q01,2001-06-11,2001,61.3,146.244,0.032
A2H012Q01,2001-06-18,2001,60.1,147.742,0.309
A2H012Q01,2001-06-25,2001,60.9,133.02,0.32
A2H012Q01,2001-07-02,2001,60.0,141.082,0.448
A2H012Q01,2001-07-09,2001,62.0,145.572,0.586
A2H012Q01,2001-07-16,2001,61.7,143.399,0.372
A2H012Q01,2001-07-23,2001,61.2,141.483,0.388
A2H012Q01,2001-07-30,2001,60.7,140.393,0.407
A2H012Q01,2001-08-06,2001,61.9,144.536,0.386
A2H012Q01,2001-08-13,2001,62.6,142.636,0.417
A2H012Q01,2001-08-20,2001,63.4,144.531,0.475
A2H012Q01,2001-08-27,2001,62.3,157.178,0.426
A2H012Q01,2001-09-03,2001,63.0,144.414,0.376
A2H012Q01,2001-09-10,2001,63.1,149.668,0.418
A2H012Q01,2001-09-17,2001,59.3,116.108,0.376
A2H012Q01,2001-09-24,2001,63.3,143.071,0.379
A2H012Q01,2001-10-01,2001,62.3,143.424,0.346
A2H012Q01,2001-10-08,2001,63.5,151.214,0.41
A2H012Q01,2001-10-15,2001,64.8,143.223,0.414
A2H012Q01,2001-10-22,2001,48.6,116.581,0.394
A2H012Q01,2001-10-29,2001,46.8,90.596,0.035
A2H012Q01,2001-11-05,2001,78.1,121.419,0.496
A2H012Q01,2001-11-14,2001,54.5,94.414,0.3
A2H012Q01,2001-11-20,2001,67.2,114.098,0.443
A2H012Q01,2001-11-26,2001,48.4,108.405,0.105
A2H012Q01,2001-12-03,2001,48.0,108.34,0.309
A2H012Q01,2001-12-10,2001,52.9,119.747,0.363
A2H012Q01,2001-12-17,2001,55.4,115.156,0.192
A2H012Q01,2001-12-24,2001,54.1,124.526,0.313
A2H012Q01,2001-12-31,2001,70.9,120.62,0.544
A2H012Q01,2002-01-07,2002,47.2,107.242,0.384
A2H012Q01,2002-01-14,2002,54.0,104.545,0.342
A2H012Q01,2002-01-21,2002,42.7,98.172,0.283
A2H012Q01,2002-01-28,2002,48.0,105.481,0.213
A2H012Q01,2002-02-04,2002,53.5,113.37,0.262
A2H012Q01,2002-02-11,2002,54.4,115.44,0.279
A2H012Q01,2002-02-18,2002,47.2,106.64,0.329
A2H012Q01,2002-02-25,2002,58.1,119.217,0.342
A2H012Q01,2002-03-11,2002,54.2,116.595,0.281
A2H012Q01,2002-03-18,2002,57.5,127.074,0.297
A2H012Q01,2002-03-25,2002,48.3,109.417,0.351
A2H012Q01,2002-04-01,2002,59.4,130.993,0.284
A2H012Q01,2002-04-08,2002,60.1,120.933,0.425
A2H012Q01,2002-04-15,2002,57.4,125.511,0.309
A2H012Q01,2002-04-22,2002,58.7,122.738,0.57
A2H012Q01,2002-04-29,2002,59.3,124.61,0.31
A2H012Q01,2002-05-06,2002,59.1,127.63,0.334
A2H012Q01,2002-05-15,2002,58.6,122.846,0.3
A2H012Q01,2002-05-20,2002,59.0,128.634,0.307
A2H012Q01,2002-05-28,2002,57.8,125.878,0.041
A2H012Q01,2002-06-03,2002,47.8,98.226,0.246
A2H012Q01,2002-06-10,2002,59.0,132.777,0.288
A2H012Q01,2002-06-17,2002,59.0,122.914,0.338
A2H012Q01,2002-06-24,2002,59.3,128.269,0.301
A2H012Q01,2002-07-01,2002,60.7,134.375,0.272
A2H012Q01,2002-07-08,2002,61.0,135.119,0.288
A2H012Q01,2002-07-15,2002,61.4,130.407,0.278
A2H012Q01,2002-07-22,2002,59.2,136.697,0.234
A2H012Q01,2002-07-29,2002,60.0,137.896,0.332
A2H012Q01,2002-08-05,2002,64.5,141.78,0.045
A2H012Q01,2002-08-12,2002,60.9,129.626,0.378
A2H012Q01,2002-08-19,2002,63.8,131.165,0.495
A2H012Q01,2002-08-26,2002,62.0,141.127,0.426
A2H012Q01,2002-09-02,2002,58.9,134.004,0.451
A2H012Q01,2002-09-09,2002,62.9,139.291,0.377
A2H012Q01,2002-09-16,2002,65.8,130.55,0.384
A2H012Q01,2002-09-23,2002,63.0,134.638,0.446
A2H012Q01,2002-09-30,2002,64.5,141.104,0.411
A2H012Q01,2002-10-07,2002,64.9,128.249,0.379
A2H012Q01,2002-10-14,2002,66.6,127.464,0.414
A2H012Q01,2002-10-21,2002,63.4,139.068,0.405
A2H012Q01,2002-10-28,2002,63.2,121.443,0.296
A2H012Q01,2002-11-04,2002,57.5,117.328,0.487
A2H012Q01,2002-11-11,2002,63.2,131.23,0.386
A2H012Q01,2002-11-18,2002,65.7,117.024,0.24
A2H012Q01,2002-11-25,2002,58.6,134.005,0.32
A2H012Q01,2002-12-02,2002,55.4,121.179,0.444
A2H012Q01,2002-12-09,2002,37.6,79.236,0.041
A2H012Q01,2002-12-16,2002,55.3,121.712,0.259
A2H012Q01,2002-12-23,2002,47.1,100.58,0.154
A2H012Q01,2002-12-30,2002,44.7,101.724,0.431
A2H012Q01,2003-01-05,2003,55.5,108.784,0.272
A2H012Q01,2003-01-06,2003,61.0,109.12,0.413
A2H012Q01,2003-01-20,2003,51.6,113.522,0.237
A2H012Q01,2003-01-27,2003,45.2,87.531,0.211
A2H012Q01,2003-02-03,2003,58.4,125.527,0.273
A2H012Q01,2003-02-10,2003,63.2,136.427,0.342
A2H012Q01,2003-02-17,2003,56.6,117.618,0.355
A2H012Q01,2003-02-24,2003,56.2,90.022,0.45
A2H012Q01,2003-03-03,2003,57.0,122.952,0.361
A2H012Q01,2003-03-10,2003,41.0,93.724,0.302
A2H012Q01,2003-03-17,2003,58.3,121.742,0.405
A2H012Q01,2003-03-24,2003,52.1,93.569,0.993
A2H012Q01,2003-03-31,2003,60.5,129.657,0.385
A2H012Q01,2003-04-07,2003,65.0,123.677,0.615
A2H012Q01,2003-04-14,2003,62.7,130.576,0.428
A2H012Q01,2003-04-21,2003,61.2,131.159,0.571
A2H012Q01,2003-04-28,2003,59.0,127.895,0.482
A2H012Q01,2003-05-05,2003,59.3,128.335,0.453
A2H012Q01,2003-05-12,2003,65.6,132.121,0.496
A2H012Q01,2003-05-19,2003,64.1,124.175,0.938
A2H012Q01,2003-05-26,2003,65.0,129.715,0.61
A2H012Q01,2003-06-02,2003,64.4,130.641,0.478
A2H012Q01,2003-06-09,2003,59.9,114.362,0.428
A2H012Q01,2003-06-16,2003,63.7,137.001,0.375
A2H012Q01,2003-06-23,2003,64.4,133.816,0.331
A2H012Q01,2003-06-30,2003,61.1,133.261,0.373
A2H012Q01,2003-07-07,2003,66.2,142.721,0.425
A2H012Q01,2003-07-14,2003,63.3,139.993,0.329
A2H012Q01,2003-07-21,2003,65.1,150.968,0.361
A2H012Q01,2003-07-28,2003,65.8,147.393,0.324
A2H012Q01,2003-08-04,2003,64.7,142.379,0.529
A2H012Q01,2003-08-11,2003,65.4,140.288,1.488
A2H012Q01,2003-08-18,2003,65.2,135.704,0.498
A2H012Q01,2003-08-25,2003,63.9,139.274,0.753
A2H012Q01,2003-09-01,2003,64.4,146.984,0.61
A2H012Q01,2003-09-08,2003,66.6,156.197,0.012
A2H012Q01,2003-09-15,2003,65.1,138.88,0.28
A2H012Q01,2003-09-22,2003,62.6,148.882,0.478
A2H012Q01,2003-09-29,2003,63.7,142.357,0.49
A2H012Q01,2003-10-06,2003,65.7,137.512,0.468
A2H012Q01,2003-10-13,2003,60.5,138.037,0.333
A2H012Q01,2003-10-20,2003,51.2,125.326,1.081
A2H012Q01,2003-10-27,2003,65.4,128.713,2.597
A2H012Q01,2003-11-03,2003,63.3,151.59,0.339
A2H012Q01,2003-11-10,2003,62.1,142.158,0.453
A2H012Q01,2003-11-17,2003,52.9,110.362,0.467
A2H012Q01,2003-11-24,2003,33.5,80.703,0.143
A2H012Q01,2003-12-01,2003,56.9,122.312,0.308
A2H012Q01,2003-12-08,2003,58.0,135.984,0.116
A2H012Q01,2003-12-15,2003,60.0,139.147,0.286
A2H012Q01,2003-12-22,2003,64.5,140.662,0.328
A2H012Q01,2003-12-29,2003,53.4,100.971,0.513
A2H012Q01,2004-01-05,2004,60.0,120.608,0.512
A2H012Q01,2004-01-12,2004,50.3,113.726,0.479
A2H012Q01,2004-01-19,2004,55.2,121.456,0.363
A2H012Q01,2004-01-26,2004,42.6,93.741,0.255
A2H012Q01,2004-02-02,2004,62.9,128.763,0.302
A2H012Q01,2004-02-09,2004,47.3,95.537,0.071
A2H012Q01,2004-02-16,2004,42.5,89.606,0.419
A2H012Q01,2004-02-23,2004,58.0,120.042,0.239
A2H012Q01,2004-03-01,2004,58.9,112.567,0.496
A2H012Q01,2004-03-08,2004,55.8,107.933,0.314
A2H012Q01,2004-03-22,2004,57.7,126.369,0.476
A2H012Q01,2004-04-05,2004,61.2,129.153,0.398
A2H012Q01,2004-04-19,2004,63.0,130.859,0.491
A2H012Q01,2004-05-03,2004,62.9,143.52,0.297
A2H012Q01,2004-05-17,2004,62.5,147.66,0.072
A2H012Q01,2004-05-31,2004,65.7,130.502,0.47
A2H012Q01,2004-06-14,2004,61.0,130.772,0.318
A2H012Q01,2004-06-28,2004,60.4,129.18,0.335
A2H012Q01,2004-07-12,2004,66.5,136.71,0.429
A2H012Q01,2004-07-26,2004,63.4,127.291,0.276
A2H012Q01,2004-08-09,2004,65.2,133.412,0.271
A2H012Q01,2004-08-23,2004,64.8,137.82,0.415
A2H012Q01,2004-09-01,2004,64.6,142.162,0.394
A2H012Q01,2004-09-15,2004,63.8,130.367,0.147
A2H012Q01,2004-09-29,2004,64.1,134.713,0.329
A2H012Q01,2004-10-11,2004,66.9,127.533,0.498
A2H012Q01,2004-10-27,2004,60.8,133.366,0.495
A2H012Q01,2004-11-10,2004,59.0,128.76,0.479
A2H012Q01,2004-11-24,2004,50.8,109.88,1.902
A2H012Q01,2004-12-08,2004,48.4,109.959,0.779
A2H012Q01,2004-12-22,2004,51.2,97.306,0.499
A2H012Q01,2005-01-05,2005,52.6,87.822,0.284
A2H012Q01,2005-01-19,2005,58.9,141.29,0.407
A2H012Q01,2005-02-02,2005,54.9,120.531,0.438
A2H012Q01,2005-02-16,2005,55.4,129.669,0.41
A2H012Q01,2005-03-02,2005,48.6,108.552,0.317
A2H012Q01,2005-03-16,2005,55.7,125.383,0.439
A2H012Q01,2005-03-30,2005,53.0,115.348,0.706
A2H012Q01,2005-04-13,2005,61.2,127.961,0.434
A2H012Q01,2005-04-27,2005,55.8,106.208,0.99
A2H012Q01,2005-05-11,2005,61.2,139.176,0.571
A2H012Q01,2005-05-25,2005,60.1,138.508,0.225
A2H012Q01,2005-06-08,2005,58.9,121.323,0.549
A2H012Q01,2005-06-22,2005,61.2,122.856,0.497
A2H012Q01,2005-07-06,2005,62.4,126.1,0.478
A2H012Q01,2005-07-20,2005,62.2,123.754,0.645
A2H012Q01,2005-08-03,2005,63.4,131.667,0.379
A2H012Q01,2005-08-17,2005,62.9,138.066,0.483
A2H012Q01,2005-08-31,2005,67.1,140.319,0.558
A2H012Q01,2005-09-14,2005,65.8,148.19,0.67
A2H012Q01,2005-09-28,2005,62.7,146.234,0.603
A2H012Q01,2005-10-12,2005,62.2,143.567,1.053
A2H012Q01,2005-10-26,2005,62.5,145.609,0.663
A2H012Q01,2005-11-09,2005,53.5,111.576,0.79
A2H012Q01,2005-11-23,2005,54.4,111.4,0.484
A2H012Q01,2005-12-07,2005,57.7,113.43,0.549
A2H012Q01,2005-12-21,2005,59.2,121.991,0.496
A2H012Q01,2006-01-04,2006,34.4,74.698,0.446
A2H012Q01,2006-01-18,2006,61.5,115.148,0.888
A2H012Q01,2006-02-01,2006,52.7,109.406,0.698
A2H012Q01,2006-02-15,2006,54.3,113.049,0.869
A2H012Q01,2006-03-01,2006,37.9,92.527,0.299
A2H012Q01,2006-03-15,2006,74.7,146.012,0.25
A2H012Q01,2006-03-29,2006,57.1,136.133,0.679
A2H012Q01,2006-04-12,2006,55.7,141.053,0.603
A2H012Q01,2006-04-26,2006,58.5,122.628,0.953
A2H012Q01,2006-05-10,2006,61.8,139.806,0.866
A2H012Q01,2006-05-24,2006,61.9,153.442,0.385
A2H012Q01,2006-06-07,2006,61.2,141.28,0.643
A2H012Q01,2006-06-21,2006,66.4,145.969,1.534
A2H012Q01,2006-07-05,2006,65.2,149.278,0.617
A2H012Q01,2006-07-19,2006,61.5,150.591,0.57
A2H012Q01,2006-08-02,2006,61.2,133.744,0.837
A2H012Q01,2006-08-18,2006,64.3,139.702,1.15
A2H012Q01,2006-08-30,2006,60.6,143.716,1.005
A2H012Q01,2006-09-13,2006,57.2,155.249,1.892
A2H012Q01,2006-09-27,2006,60.2,157.214,2.891
A2H012Q01,2006-10-11,2006,61.6,147.251,2.571
A2H012Q01,2006-10-25,2006,57.7,136.105,1.693
A2H012Q01,2006-11-08,2006,59.2,139.009,0.916
A2H012Q01,2006-11-22,2006,55.9,105.512,1.753
A2H012Q01,2006-12-20,2006,47.1,96.202,0.782
A2H012Q01,2007-01-03,2007,71.2,128.659,1.115
A2H012Q01,2007-01-17,2007,58.8,80.232,0.675
A2H012Q01,2007-01-31,2007,58.5,119.296,0.846
A2H012Q01,2007-02-14,2007,56.3,124.582,1.119
A2H012Q01,2007-02-28,2007,69.7,111.368,0.76
A2H012Q01,2007-03-14,2007,61.0,116.519,0.855
A2H012Q01,2007-03-28,2007,57.4,121.664,0.726
A2H012Q01,2007-04-11,2007,56.9,123.183,1.563
A2H012Q01,2007-04-25,2007,56.9,117.965,1.148
A2H012Q01,2007-05-09,2007,60.1,121.519,1.886
A2H012Q01,2007-05-23,2007,60.1,115.914,0.859
A2H012Q01,2007-06-06,2007,61.5,123.197,0.916
A2H012Q01,2007-06-20,2007,63.9,116.015,1.475
A2H012Q01,2007-07-04,2007,61.6,126.979,1.37
A2H012Q01,2007-07-18,2007,63.6,123.73,1.117
A2H012Q01,2007-08-01,2007,62.6,119.503,1.202
A2H012Q01,2007-08-15,2007,63.5,133.842,0.698
A2H012Q01,2007-08-29,2007,69.0,131.031,0.871
A2H012Q01,2007-09-12,2007,63.1,135.223,0.891
A2H012Q01,2007-09-26,2007,62.2,144.03,0.777
A2H012Q01,2007-10-10,2007,44.5,90.449,0.753
A2H012Q01,2007-10-24,2007,59.5,125.213,0.495
A2H012Q01,2007-11-07,2007,57.0,116.469,1.649
A2H012Q01,2007-11-21,2007,56.3,114.729,1.727
A2H012Q01,2007-12-05,2007,44.3,89.993,1.507
A2H012Q01,2007-12-19,2007,51.3,98.764,1.445
A2H012Q01,2008-01-02,2008,56.3,133.694,0.05
A2H012Q01,2008-01-16,2008,55.3,124.005,0.912
A2H012Q01,2008-01-30,2008,59.9,126.868,1.106
A2H012Q01,2008-02-13,2008,59.8,116.868,0.846
A2H012Q01,2008-02-27,2008,56.5,125.619,0.448
A2H012Q01,2008-03-12,2008,54.3,129.258,0.568
A2H012Q01,2008-03-27,2008,59.2,127.805,0.959
A2H012Q01,2008-04-09,2008,55.3,136.864,0.631
A2H012Q01,2008-04-23,2008,57.9,142.076,0.479
A2H012Q01,2008-05-07,2008,59.0,118.886,0.773
A2H012Q01,2008-08-27,2008,56.1,127.719,1.675
A2H012Q01,2008-09-11,2008,62.0,145.0,0.018
A2H012Q01,2008-09-24,2008,85.0,71.0,1.0
A2H012Q01,2008-10-08,2008,160.0,355.0,1.3
A2H012Q01,2008-10-22,2008,55.0,110.0,0.51
A2H012Q01,2008-11-05,2008,54.9,112.038,2.301
A2H012Q01,2008-11-19,2008,52.0,120.0,0.7
A2H012Q01,2008-12-04,2008,45.2,85.924,0.561
A2H012Q01,2008-12-17,2008,45.6,89.685,0.424
A2H012Q01,2008-12-30,2008,49.2,113.951,0.917
A2H012Q01,2009-01-14,2009,35.4,98.488,0.382
A2H012Q01,2009-01-28,2009,53.8,117.591,0.431
A2H012Q01,2009-02-11,2009,42.6,89.565,0.874
A2H012Q01,2009-03-11,2009,50.8,131.719,0.921
A2H012Q01,2009-03-25,2009,53.7,121.758,1.011
A2H012Q01,2009-05-06,2009,60.4,134.517,0.949
A2H012Q01,2009-06-03,2009,61.4,128.578,0.967
A2H012Q01,2009-06-18,2009,59.3,124.935,0.636
A2H012Q01,2009-08-12,2009,60.0,127.94,0.762
A2H012Q01,2009-10-07,2009,56.0,117.936,0.88
A2H012Q01,2009-10-21,2009,55.1,124.476,0.452
A2H012Q01,2009-11-04,2009,45.9,116.263,0.051
A2H012Q01,2009-11-18,2009,56.9,121.932,0.885
A2H012Q01,2009-12-02,2009,40.2,101.012,0.097
A2H012Q01,2010-01-13,2010,181.0,112.674,0.44
A2H012Q01,2010-02-10,2010,66.3,105.453,0.656
A2H012Q01,2010-02-22,2010,57.4,127.347,0.329
A2H012Q01,2010-03-10,2010,66.8,134.777,0.541
A2H012Q01,2010-04-21,2010,55.3,120.855,0.352
A2H012Q01,2010-05-19,2010,62.2,141.68,1.091
A2H012Q01,2010-06-02,2010,58.9,128.844,0.611
A2H012Q01,2010-06-15,2010,59.3,140.947,0.431
A2H012Q01,2010-06-30,2010,61.2,134.659,0.558
A2H012Q01,2010-07-14,2010,62.6,70.07,0.885
A2H012Q01,2010-08-11,2010,63.6,166.35,0.665
A2H012Q01,2010-08-25,2010,71.0,130.292,0.972
A2H012Q01,2010-09-22,2010,68.1,143.0,0.689
A2H012Q01,2010-10-06,2010,66.5,141.297,0.697
A2H012Q01,2010-11-03,2010,76.2,130.0,1.15
A2H012Q01,2010-11-17,2010,57.1,141.267,0.489
A2H012Q01,2010-12-01,2010,58.2,134.202,0.541
A2H012Q01,2010-12-15,2010,43.6,104.911,0.349
A2H012Q01,2011-01-12,2011,58.4,131.0,0.327
A2H012Q01,2011-01-26,2011,65.2,110.0,0.382
A2H012Q01,2011-02-23,2011,45.3,109.253,0.612
A2H012Q01,2011-03-09,2011,83.1,142.762,0.205
A2H012Q01,2011-03-24,2011,66.9,113.935,0.381
A2H012Q01,2011-04-20,2011,,131.032,0.369
A2H012Q01,2011-05-04,2011,90.2,142.582,0.428
A2H012Q01,2011-05-18,2011,62.6,159.0,0.479
A2H012Q01,2011-06-01,2011,69.5,131.484,0.437
A2H012Q01,2011-06-15,2011,59.0,134.686,0.313
A2H012Q01,2011-06-29,2011,63.9,119.799,0.379
A2H012Q01,2011-07-27,2011,63.5,137.669,0.868
A2H012Q01,2011-11-30,2011,67.1,134.551,0.498
A2H021Q01,1999-01-06,1999,49.2,145.0,0.328
A2H021Q01,1999-01-20,1999,51.3,156.7,0.402
A2H021Q01,1999-02-03,1999,55.6,157.2,0.43
A2H021Q01,1999-02-17,1999,51.5,151.0,0.497
A2H021Q01,1999-03-03,1999,51.0,154.3,0.405
A2H021Q01,1999-03-17,1999,51.6,151.3,0.336
A2H021Q01,1999-03-31,1999,55.8,163.0,0.321
A2H021Q01,1999-04-09,1999,55.3,157.7,0.309
A2H021Q01,1999-04-28,1999,76.3,172.4,0.147
A2H021Q01,1999-05-12,1999,68.6,163.5,0.157
A2H021Q01,1999-05-26,1999,74.4,170.6,0.127
A2H021Q01,1999-06-09,1999,61.3,165.4,0.284
A2H021Q01,1999-06-23,1999,59.7,156.6,0.323
A2H021Q01,1999-07-07,1999,59.8,169.2,0.369
A2H021Q01,1999-07-21,1999,64.0,172.0,0.391
A2H021Q01,1999-08-04,1999,61.6,180.2,0.474
A2H021Q01,1999-08-18,1999,63.2,171.9,0.39
A2H021Q01,1999-09-01,1999,62.9,175.852,0.446
A2H021Q01,1999-09-15,1999,63.3,176.3,0.512
A2H021Q01,1999-09-29,1999,64.8,180.536,0.596
A2H021Q01,1999-10-13,1999,66.0,189.562,0.606
A2H021Q01,1999-11-04,1999,68.5,199.727,0.62
A2H021Q01,1999-11-10,1999,69.4,196.464,0.701
A2H021Q01,1999-11-24,1999,71.4,206.437,0.677
A2H021Q01,1999-12-08,1999,90.6,198.693,0.399
A2H021Q01,1999-12-22,1999,60.7,169.687,0.433
A2H021Q01,2000-01-05,2000,55.0,155.84,0.41
A2H021Q01,2000-01-19,2000,46.5,123.979,0.333
A2H021Q01,2000-02-02,2000,44.6,124.917,0.304
A2H021Q01,2000-03-01,2000,36.6,101.462,0.168
A2H021Q01,2000-03-15,2000,41.0,116.805,0.164
A2H021Q01,2000-03-29,2000,36.3,103.47,0.114
A2H021Q01,2000-04-12,2000,36.5,102.865,0.122
A2H021Q01,2000-04-26,2000,37.9,116.18,0.115
A2H021Q01,2000-05-10,2000,42.3,125.975,0.1
